cpu_avg_user,cpu_avg_sys,cpu_avg_busy,cpu_avg_wait,cpu_avg_idle,cpu_avg_waste,cpu_max_user,cpu_max_sys,cpu_max_busy,cpu_max_wait,cpu_max_idle,cpu_max_waste,cpu_frac_busy,io_iget,io_bread,io_bwrite,io_lread,io_lwrite,io_phread,io_phwrite,io_wcancel,io_dirblk,disk_avg_active,disk_max_active,disk_frac_active,disk_avg_read,disk_avg_write,disk_avg_total,disk_max_read,disk_max_write,disk_max_total,disk_frac_busy,net_avg_read,net_avg_write,net_avg_total,net_max_read,net_max_write,net_max_total,mem_swap,mem_fault,mem_tlbflush,syscall_total,class
0.02042,0.1724,0.1928,0.2179,0.5614,0.7793,0.045,0.2788,0.3111,0.239,0.6255,0.8616,0,133800,357900,1154000,4560000,0,0,23230,30.98,0.05556,0.2886,0,1.458,2.979,4.438,8.4,16.53,24.9,0,36.1,12.11,48.21,193.8,54.85,200,0,49.72,0.1333,1827,1.15,0
0.005604,0.04789,0.05349,0.3818,0.5492,0.9309,0.0095,0.1183,0.1258,0.4023,0.5794,0.9815,0,197900,383200,694200,5294000,0,0,750.9,17.52,0.06629,0.3585,0,2.089,3.353,5.442,12.13,18.95,31.03,0,30.77,3.658,34.43,126.5,15.13,127.3,0,11.58,0.1333,764.5,0.2,1
0.004915,0.03681,0.04173,0.431,0.5138,0.9448,0.01548,0.09148,0.107,0.4534,0.54,0.9885,0,151900,455700,622200,1311000,0,0,750.9,16.85,0.07242,0.3899,0,2.296,3.749,6.044,13.72,20.82,34.53,0,17.3,3.213,20.51,97.73,17.55,102,0,9.217,0.1333,350.1,0.1833,1
0.004208,0.03318,0.03739,0.3845,0.5683,0.9528,0.008167,0.06015,0.06698,0.3975,0.5942,0.9917,0,132800,406800,546000,1052000,0,0,750.9,14.82,0.0656,0.3658,0,1.883,3.481,5.364,11.2,20.25,31.45,0,11.48,3.058,14.54,40,14.63,54.63,0,9.45,0.1333,338.8,0.2,1
0.05429,0.0524,0.1067,0.5145,0.3332,0.8477,0.1666,0.09498,0.2198,0.5773,0.3786,0.9556,0,231600,361600,1074000,936200,0,26740,750.9,56.23,0.08183,0.4623,0,3.942,3.311,7.253,23.52,19.1,42.62,0.08333,18.42,3.863,22.28,108.3,23.13,113.3,0,9.217,0.1333,484.6,0.1833,1
0.00544,0.0276,0.03304,0.303,0.6551,0.9581,0.01035,0.05837,0.06872,0.3157,0.6713,0.9813,0,114100,355600,477100,987100,0,0,750.9,11.8,0.05431,0.306,0,1.603,2.797,4.4,10.02,16.5,26.52,0,9.881,3.526,13.41,40.25,17.85,58.1,0,11.55,0.1333,301.4,0.2,1
0.003979,0.03064,0.03462,0.3264,0.6293,0.9557,0.009667,0.06897,0.07863,0.3386,0.6553,0.9904,0,112500,393300,506800,1031000,0,0,750.9,13.33,0.06014,0.3416,0,1.782,3.158,4.94,11.18,18.78,29.97,0,10.36,4.322,14.68,41,22.42,63.42,0,9.217,0.1333,315,0.1833,1
0.1173,0.7345,0.8518,0.08871,0.01944,0.1082,0.1271,0.7658,0.8895,0.1142,0.02533,0.1341,1,894100,957100,4574000,3193000,0,28960,187400,613.2,0.1276,0.4116,0,4.585,4.424,9.008,19.02,12.95,31.97,0,18.51,4.217,22.73,98.62,29.78,101.7,0,645.6,0.1333,2574,9.5,0
0.008035,0.04864,0.05668,0.4038,0.5261,0.9299,0.01565,0.09315,0.1088,0.4322,0.5499,0.9713,0,193200,387400,626600,1063000,0,0,4130,25.37,0.06979,0.3653,0,2.325,3.503,5.828,12.53,20.1,32.63,0,13.96,8.032,21.99,53.58,48.05,101.6,0,19.62,0.1333,722.5,0.4667,1
0.01146,0.05613,0.06759,0.3387,0.5817,0.9205,0.02898,0.0745,0.09217,0.3479,0.6038,0.9517,0,255500,364900,772700,1090000,0,0,30290,83.35,0.06427,0.3031,0,2.2,2.969,5.169,10.3,15.93,26.23,0,13.72,6.792,20.51,50.35,40.72,91.07,0,44.65,0.1333,722.5,2.217,1
0.006187,0.04428,0.05047,0.04605,0.8849,0.931,0.02217,0.1339,0.1413,0.0498,0.9355,0.9843,0,41300,155100,187500,164500,0,0,750.9,7.15,0.01821,0.09243,0,0.2111,1.274,1.485,1.233,6.9,8.133,0,42.34,22.81,65.15,180.8,191.6,222.3,0,9.217,0.1333,526.6,0.1833,1
0.006088,0.04135,0.04744,0.3673,0.5734,0.9407,0.01118,0.06335,0.07453,0.3784,0.5981,0.9761,0,127000,412900,527300,1114000,0,0,819.2,17.43,0.06391,0.3486,0,1.903,3.307,5.21,11.28,19.28,30.33,0,14.31,7.243,21.55,45.58,39.25,82.23,0,10.15,0.1333,510.8,0.2167,1
0.1381,0.6272,0.7654,0.1836,0.0137,0.1973,0.151,0.6643,0.7953,0.1997,0.01832,0.216,0.875,681500,954100,3404000,2397000,0,25110,105200,658.7,0.134,0.5652,0.08333,5.239,4.107,9.346,27.85,14.53,42.38,0.08333,18.23,4.308,22.54,94.05,28.7,97.05,0,669.5,0.1333,2559,6.7,0
0.0045,0.03346,0.03796,0.416,0.535,0.951,0.01083,0.07915,0.08998,0.4342,0.5595,0.9888,0,125000,387900,535600,1042000,0,0,750.9,14.98,0.06825,0.3773,0,2.225,3.365,5.59,13.33,19.3,32.63,0,11.66,5.125,16.79,36.63,32.32,68.95,0,9.217,0.1333,338.9,0.1833,1
0.2673,0.4234,0.6907,0.1454,0.09198,0.2373,0.3211,0.5395,0.79,0.1836,0.1245,0.3023,0.5,293200,229300,4149000,2470000,0,49720,93180,518.9,0.06647,0.1841,0,3.281,2.065,5.346,11.12,7.983,15.63,0,18.7,6.168,24.87,93.63,34.47,98.4,0,502.4,0.1333,2295,4.55,0
0.004,0.01486,0.01886,0,0.978,0.978,0.01183,0.03567,0.04017,0,0.9942,0.9942,0,3004,10000,77450,66510,0,0,10790,4.2,0.001014,0.01217,0,0,0.09167,0.09167,0,1.1,1.1,0,10.12,3.844,13.96,38.02,15.52,38.67,0,14.18,0.1333,232.9,0.2167,1
0.07135,0.4938,0.5652,0.3702,0.02195,0.3921,0.08305,0.6612,0.7163,0.4917,0.03695,0.5287,0.125,1023000,1215000,6484000,5302000,0,27840,171800,573.8,0.1771,0.5639,0.08333,6.942,6.135,13.08,25.32,18.72,44.03,0.08333,18.49,4.353,22.84,98.3,31.6,100.9,0,370.8,0.1333,2181,4.933,0
0.03503,0.1004,0.1355,0.4149,0.4287,0.8436,0.07328,0.1693,0.2126,0.4533,0.5043,0.9553,0,1459000,476700,2172000,7741000,0,0,750.9,116.4,0.04729,0.5648,0.08333,1.917,1.46,3.376,22.82,17.37,40.18,0.08333,31.37,10.41,41.78,184.5,60.77,189.3,0,228.1,8.933,1307,2.667,1
0.002062,0.05515,0.05721,0.3664,6.347,6.714,0.004333,0.1947,0.1982,0.3832,46.69,47.02,0,46570,602900,2154000,772100,0,0,955.7,63.7,0.08728,0.5344,0.08333,0.6486,8.151,8.8,3.55,50.02,53.57,0.1667,14.54,2.065,16.6,88.95,8.783,91.32,0,20.45,0.1333,308.3,0.7167,1
0.1239,0.3561,0.4799,0.3329,0.1674,0.5003,0.2959,0.4429,0.5823,0.4075,0.2313,0.6388,0,1631000,1066000,3168000,11720000,0,0,161700,312.3,0.05797,0.5692,0.08333,2.197,1.004,3.201,24.98,5.267,30.25,0,15.75,3.646,19.39,91.82,12.13,95.95,0,410.8,0.1333,2746,8.333,0
0.1533,0.5638,0.7171,0.2269,0.02525,0.2522,0.1793,0.6057,0.7482,0.2572,0.0295,0.2826,0.875,692500,1142000,3493000,2979000,0,25670,104700,665.7,0.1238,0.3859,0,4.658,3.671,8.329,22.93,13.75,28.97,0,17.74,4.115,21.85,95.97,30.48,99.18,0,665.8,0.1333,2545,6.183,0
0.005688,0.03717,0.04286,0.4787,0.4651,0.9438,0.016,0.07967,0.09567,0.5013,0.4915,0.9924,0,168200,500500,632000,1282000,0,0,750.9,16.97,0.07735,0.4224,0,2.404,3.926,6.331,13.95,23.23,36.9,0,17.03,3.825,20.85,90.03,23.23,95.23,0,9.233,0.1333,358.2,0.1833,1
0.01787,0.09243,0.1103,0.8328,0.03274,0.8656,0.04782,0.2016,0.2094,0.91,0.04698,0.9563,0,520800,1224000,3967000,2039000,0,30580,750.9,235.9,0.1567,0.7356,0.1667,6.776,4.529,11.31,39.8,18.98,57.27,0.1667,24.83,4.886,29.72,169,32.7,172.5,0,9.233,0.1333,698.7,0.1833,0
0.005585,0.04192,0.0475,0.3695,0.5648,0.9343,0.0105,0.06502,0.07503,0.3897,0.5936,0.9813,0,140600,410900,598500,1065000,0,0,955.7,21.68,0.06859,0.3625,0,2.085,3.688,5.772,12.18,21.62,32.92,0,32.88,5.671,38.55,178,36.1,179.5,0,20.42,0.1333,528.1,0.7167,1
0.03334,0.07281,0.1061,0.3043,0.5669,0.8712,0.08692,0.1118,0.1904,0.3251,0.6257,0.9508,0,306600,827800,1257000,1669000,0,0,750.9,56.25,0.07535,0.3629,0,1.726,4.157,5.883,9.833,22.4,24.38,0,33.1,9.458,42.56,185,48.92,189.4,0,20.58,0.1333,512.2,0.2333,0
0.001938,0.0145,0.01644,0.004458,0.9761,0.9806,0.006167,0.04283,0.04783,0.005,0.992,0.9967,0,8209,10550,37290,44610,0,0,750.9,4.417,0.001611,0.01933,0,0.02778,0.09444,0.1222,0.3333,1.133,1.467,0,9.963,4.156,14.12,34.48,21.23,44.28,0,9.65,0.1333,237.5,0.2167,1
0.05251,0.06175,0.1143,0.6091,0.2246,0.8338,0.1838,0.1146,0.2158,0.6903,0.2707,0.961,0,330800,357200,1437000,894700,0,19680,955.7,80.52,0.09441,0.516,0.1667,4.631,3.347,7.978,28.12,19.47,45.68,0.1667,24.28,4.175,28.46,175,20.7,178.6,0,20.4,0.1333,519.4,0.7167,1
0.003562,0.03115,0.03471,0.4042,0.5469,0.9511,0.008,0.06815,0.07615,0.4207,0.5741,0.9948,0,118400,451500,547300,1100000,0,0,750.9,14.22,0.06583,0.3585,0,2.156,3.189,5.344,12.83,18.02,30.8,0,20.22,3.406,23.62,138.1,16.38,144.3,0,9.233,0.1333,317.9,0.1833,1
0.004208,0.01423,0.01843,0.0003333,0.9777,0.9781,0.01033,0.03083,0.03917,0.0003333,0.996,0.9963,0,3004,8329,71870,68950,0,0,10790,4.183,0.0009042,0.01085,0,0,0.075,0.075,0,0.9,0.9,0,9.875,3.449,13.32,25.38,12.53,35.68,0,14.13,0.1333,242.7,0.2167,1
0.005583,0.03909,0.04468,0.3733,0.5635,0.9368,0.0115,0.08015,0.09165,0.3959,0.5908,0.979,0,119200,389500,539400,1067000,0,0,750.9,13.48,0.0644,0.3549,0,1.972,3.353,5.325,11.82,19.67,31.48,0,47.55,4.936,52.48,427.5,22.87,431.2,0.08333,9.417,0.1333,413,0.2,1
0.006704,0.06916,0.07586,0.6055,0.2973,0.9028,0.01465,0.1814,0.1886,0.6426,0.3393,0.9819,0,186000,824700,2018000,1561000,0,0,955.7,49.58,0.1153,0.67,0.1667,1.918,8.276,10.19,10.75,50.68,61.43,0.1667,16.92,3.172,20.09,89.07,17.82,92.42,0,20.58,0.1333,398.6,0.7333,1
0.06943,0.08892,0.1583,0.6303,0.1598,0.7902,0.1325,0.1272,0.2259,0.7419,0.1948,0.9367,0,470600,420800,1309000,823400,0,149700,750.9,120.2,0.1052,0.6056,0.1667,4.513,3.685,8.197,27.63,21.43,49.07,0.1667,27.1,10.84,37.95,115.4,80.8,161.6,0,9.267,0.1333,866.8,0.1833,1
0.004158,0.02522,0.02937,0.001777,0.9591,0.9609,0.01085,0.06168,0.07253,0.00205,0.9911,0.993,0,3789,12600,74700,58320,0,0,921.6,10.97,0.001283,0.01322,0,0.0125,0.09722,0.1097,0.06667,1.117,1.133,0,28.47,7.007,35.47,161.4,40.95,176.1,0,11.08,0.1333,460.5,0.25,1
0.003208,0.0214,0.02461,0.002938,0.9674,0.9703,0.0105,0.03733,0.04582,0.0035,0.9882,0.9912,0,4318,12510,39920,25170,0,0,750.9,5.45,0.001526,0.01515,0,0.0375,0.1056,0.1431,0.2,1.15,1.25,0,14.73,5.906,20.63,41.92,36.55,77.05,0,9.217,0.1333,373.3,0.1833,1
0.005231,0.03592,0.04115,0.3637,6.674,7.038,0.01617,0.08965,0.1058,0.3775,49.35,49.73,0,136200,459600,579200,1288000,0,0,836.3,18.9,0.06608,0.3582,0,1.842,3.533,5.375,10.57,20.9,31.42,0,16.67,3.308,19.97,91.53,16.17,97.53,0,11.57,0.1333,372,0.3333,1
0.004229,0.0496,0.05383,0.5868,0.3408,0.9276,0.0105,0.09962,0.1101,0.6135,0.3742,0.9877,0,153700,562800,1178000,931700,0,0,750.9,34.57,0.1085,0.6808,0.1667,2.936,7.208,10.14,17.9,47.17,65.07,0.1667,14.55,2.06,16.61,90.32,8.3,94.83,0,9.217,0.1333,273.7,0.1833,1
0.002312,0.01545,0.01777,0.06007,0.9145,0.9746,0.004167,0.03217,0.03633,0.06263,0.9307,0.9932,0,21160,138900,159500,167900,0,0,750.9,4.683,0.01804,0.1008,0,0.2667,1.213,1.479,1.583,7.183,8.717,0,15.17,1.979,17.14,96.08,7.883,99.47,0,9.267,0.1333,237.5,0.1833,1
0.0124,0.116,0.1284,0.6976,0.1492,0.8468,0.02317,0.35,0.3668,0.7727,0.1776,0.9503,0,334300,818600,1728000,14890000,0,0,21130,28.28,0.1336,0.7654,0.1667,4.837,6.6,11.44,28.82,39.52,67.95,0.1667,16.35,3.389,19.73,89.8,16.38,94.77,0,23.68,0.1333,1261,0.4833,1
0.004583,0.03005,0.03463,0.3886,0.5638,0.9524,0.009667,0.05602,0.06568,0.4021,0.5903,0.9898,0,121500,397200,541700,1050000,0,0,750.9,13.73,0.06451,0.3582,0,1.964,3.364,5.328,11.92,20.3,31.7,0,16.64,2.968,19.61,90.95,14.47,93.6,0,9.217,0.1333,341.5,0.1833,1
0.01167,0.3417,0.3534,0.4565,0.1011,0.5576,0.01833,0.4544,0.4664,0.605,0.143,0.748,0,200200,681600,2358000,1193000,0,971300,750.9,71.32,0.1229,0.5935,0.1667,2.574,7.6,10.17,14.03,36.15,50.18,0.1667,92.04,27.66,119.7,675.2,192.6,702.9,0.08333,10.1,0.1333,1844,0.5,0
0.1373,0.72,0.8573,0.0796,0.02483,0.1044,0.1587,0.7576,0.8979,0.09705,0.03153,0.1266,1,803700,432800,4398000,2452000,0,195300,200900,566.2,0.09697,0.3394,0,3.414,3.772,7.186,13.35,13.87,27.22,0,26.27,12.41,38.68,98.65,98.65,197.3,0,663.9,0.1333,2512,9.533,0
0.0143,0.06752,0.08181,0.8849,0.00995,0.8949,0.03767,0.1419,0.1602,0.9569,0.01402,0.9709,0,592300,1323000,2560000,2077000,0,26210,750.9,142.1,0.1673,0.8149,0.1667,7.092,4.683,11.78,40.93,20.48,61.42,0.1667,23.97,4.496,28.47,168.7,30.23,172.5,0,9.217,0.1333,586.7,0.1833,0
0.005727,0.03335,0.03908,0.3493,0.5973,0.9467,0.01932,0.08782,0.1071,0.3638,0.6251,0.9889,0,118000,446400,525600,1158000,0,0,750.9,14.2,0.06291,0.3506,0,1.778,3.462,5.24,10.65,20.6,31,0,18.26,3.669,21.93,95.33,23.2,98.23,0,9.217,0.1333,349.8,0.1833,1
0.003167,0.01948,0.02265,0.0003125,0.9671,0.9674,0.007333,0.04383,0.05117,0.0003333,0.9937,0.9941,0,3004,8431,32720,22460,0,0,750.9,6.367,0.0009028,0.01083,0,0,0.07639,0.07639,0,0.9,0.9,0,27.38,4.735,32.12,174.9,36.55,177,0,9.233,0.1333,400.7,0.1833,1
0.005269,0.03345,0.03871,0.3958,0.5524,0.9482,0.01415,0.06282,0.07697,0.413,0.5792,0.9923,0,148300,406000,555600,1116000,0,0,750.9,14.75,0.06858,0.3792,0,2.254,3.388,5.642,13.33,19.98,33.32,0,19.44,3.281,22.72,121.2,15.17,127.8,0,9.217,0.1333,334,0.1833,1
0.0491,0.07354,0.1226,0.3611,0.492,0.8531,0.1391,0.1338,0.2729,0.4116,0.5744,0.986,0,305200,755900,1183000,2551000,0,0,3345,45.4,0.07971,0.3516,0,2.167,4.225,6.392,12.43,17.82,30.2,0,34.57,12.82,47.39,191.1,81.7,196.7,0,20.65,0.9333,551,0.2167,0
0.004458,0.06766,0.07211,0.6505,0.2559,0.9065,0.009833,0.1438,0.1484,0.6934,0.2852,0.9777,0,190000,789700,1984000,1443000,0,0,955.7,59.72,0.1213,0.7001,0.1667,2.038,8.233,10.27,11.92,49.38,61.3,0.1667,17.64,4.186,21.82,96.07,28.08,98.22,0,20.42,0.1333,366.4,0.7167,1
0.03798,0.08749,0.1255,0.3813,0.465,0.8463,0.2106,0.1423,0.3287,0.4339,0.5402,0.974,0,244900,679400,1583000,2981000,0,0,1161,72.5,0.08343,0.3799,0,2.147,4.925,7.072,12.35,29.62,31.2,0,37.63,14.23,51.86,191.4,79.92,200.8,0,16.42,0.9333,542.8,0.1833,0
0.005063,0.03862,0.04369,0.4055,0.5352,0.9406,0.01482,0.08832,0.1031,0.4245,0.5593,0.983,0,127400,418600,591000,1151000,0,0,750.9,18.75,0.06931,0.3935,0,1.933,3.986,5.919,11.28,24.15,35.43,0,25.76,3.961,29.72,89.32,20.07,96.48,0,9.283,0.1333,367.4,0.1833,1
0.005,0.03609,0.04109,0.007979,0.9365,0.9445,0.0175,0.1197,0.1372,0.009333,0.9791,0.9871,0,20820,13960,120300,56440,0,0,955.7,9.717,0.002472,0.025,0,0.06944,0.1375,0.2069,0.45,1.517,1.967,0,37.02,13.3,50.32,191.8,66.57,199.8,0,20.47,0.1333,577.9,0.7167,1
0.003021,0.01832,0.02134,0.0106,0.964,0.9746,0.006167,0.03852,0.04468,0.01102,0.982,0.9929,0,26490,16130,31970,229200,0,0,750.9,3.933,0.002069,0.02483,0,0.03333,0.08472,0.1181,0.4,1.017,1.417,0,11.77,4.204,15.97,34.12,16.05,46.85,0,9.233,0.1333,362.4,0.1833,1
0.05446,0.06159,0.1161,0.6199,0.2145,0.8344,0.1688,0.1493,0.2161,0.7108,0.2546,0.9654,0,321500,364200,1552000,905900,0,16400,750.9,88.82,0.09512,0.5521,0.08333,4.582,3.212,7.794,27.82,19.17,46.98,0.1667,21.41,4.296,25.71,137,20.57,140.4,0,9.267,0.1333,510.9,0.1833,1
0.003896,0.06632,0.07022,0.5887,0.3204,0.9091,0.0075,0.1588,0.1653,0.6251,0.3578,0.9811,0,153700,837800,2013000,1727000,0,0,750.9,57.78,0.1169,0.6769,0.1667,1.647,8.5,10.15,9.717,51.08,60.8,0.1667,15.09,2.815,17.91,90,13.9,93.05,0,9.467,0.1333,357.1,0.2,1
0.004085,0.03146,0.03555,0.2604,0.695,0.9553,0.009333,0.06217,0.07017,0.2702,0.722,0.9922,0,116200,395300,544600,1103000,0,0,750.9,14.52,0.05745,0.3134,0,1.483,3.239,4.722,9.1,18.5,27.6,0,9.474,3.224,12.7,36.73,13.27,50,0,9.333,0.1333,345.9,0.1833,1
0.004831,0.03254,0.03737,0.4001,0.5518,0.952,0.01348,0.06615,0.07865,0.4148,0.5809,0.9948,0,141900,423900,550000,1093000,0,0,750.9,14.73,0.06739,0.384,0,2.083,3.467,5.55,13.02,20.85,33.87,0,13.17,3.229,16.4,43.97,15.78,54.4,0,9.217,0.1333,333.9,0.1833,1
0.1458,0.3711,0.5169,0.1477,0.3179,0.4657,0.2796,0.4336,0.6315,0.1817,0.3725,0.5542,0,545300,219300,2157000,6392000,0,434900,183700,308.4,0.02284,0.05445,0,1.497,0.7583,2.256,7.683,2.283,8.067,0,30.39,17.06,47.45,187.1,187.1,374.2,0,376.4,0.1333,2277,7.55,0
0.001917,0.01246,0.01438,0.0002292,0.9819,0.9821,0.004667,0.0275,0.02952,0.0003333,0.9975,0.9978,0,3072,9318,23040,21960,0,0,750.9,3.617,0.0008889,0.01067,0,0.001389,0.07639,0.07778,0.01667,0.9167,0.9333,0,10.36,2.182,12.54,36.08,8.767,36.77,0,9.217,0.1333,239.4,0.1833,1
0.01409,0.06975,0.08384,0.7576,0.1352,0.8928,0.07993,0.2255,0.3054,0.813,0.1677,0.978,0,2336000,346700,2599000,892400,0,0,2048,22.33,0.1227,0.5726,0.08333,4.761,3.115,7.876,26.13,18.25,29.48,0,26.1,6.029,32.13,147.3,36.92,153.6,0,13.6,0.1333,953.2,0.3333,1
0.1156,0.4276,0.5433,0.1839,0.1871,0.371,0.1502,0.528,0.6323,0.246,0.2425,0.4885,0,397300,524700,3143000,5923000,0,8158,223100,365.4,0.0765,0.3154,0,2.104,3.658,5.763,9.583,16.38,25.97,0,18.82,4.806,23.63,105.9,23.98,110.1,0,509.1,0.1333,2268,11.68,0
0.0952,0.475,0.5702,0.2777,0.1219,0.3995,0.1221,0.5101,0.6079,0.3389,0.1498,0.4887,0,627700,753800,5483000,7005000,0,191600,161700,571.3,0.1131,0.3986,0,4.286,3.837,8.124,16.12,13.4,29.52,0,24.48,9.632,34.11,93.67,93.67,187.3,0,447.6,0.1333,2505,5.5,0
0.1041,0.6061,0.7102,0.1961,0.004188,0.2003,0.1155,0.6822,0.7962,0.2438,0.005833,0.2494,0.625,662600,492000,4253000,1868000,0,16370,197500,538.3,0.143,0.6418,0.1667,6.596,3.929,10.53,30.2,17.87,48.07,0.1667,17.26,3.414,20.67,102.3,20.32,105.4,0,594.2,0.1333,2386,13.58,0
0.004479,0.03446,0.03894,0.5183,0.4289,0.9471,0.011,0.06902,0.08002,0.5358,0.4532,0.9891,0,172100,439900,651700,1167000,0,0,750.9,19.33,0.0821,0.4667,0,2.76,4.153,6.913,16.6,24.73,41.33,0.08333,16.02,3.711,19.73,94.23,22.43,102.6,0,9.217,0.1333,315.5,0.1833,1
0.099,0.4598,0.5588,0.2136,0.1942,0.4077,0.2355,0.5256,0.7611,0.2547,0.2432,0.4947,0.125,1818000,896900,3873000,12100000,0,0,173000,383.4,0.1109,0.2965,0,4.796,3.278,8.074,23.72,13.25,23.75,0,18.19,3.819,22.01,97.43,24.12,101.5,0,512.9,0.1333,2822,6.067,1
0.05339,0.0732,0.1266,0.6763,0.1424,0.8187,0.1935,0.1059,0.2549,0.7912,0.182,0.9732,0,383800,367200,1711000,952300,0,24590,750.9,93.65,0.1055,0.6088,0.1667,5.292,3.269,8.561,31.87,19.28,51.15,0.1667,24.53,7.135,31.67,145.5,37.48,158.8,0,9.283,0.1333,533.2,0.1833,0
0.004979,0.03056,0.03554,0.3332,0.62,0.9532,0.009833,0.06268,0.07218,0.3434,0.6465,0.9899,0,107200,435400,515700,1139000,0,0,750.9,13.22,0.06192,0.3302,0,1.796,3.294,5.09,10.97,18.42,28.7,0,15.41,3.168,18.57,87.82,16.25,91.68,0,9.233,0.1333,343.8,0.1833,1
0.01037,0.03833,0.0487,0.2867,0.655,0.9417,0.02198,0.0753,0.08363,0.3008,0.6867,0.9854,0,155100,358100,587200,1058000,0,0,20870,13.98,0.0545,0.2912,0,1.564,2.879,4.443,8.917,16.83,25.75,0,10.29,4.694,14.99,41.13,14.2,55.33,0,23.67,0.1333,641.8,0.4833,1
0.1175,0.3919,0.5095,0.2057,0.2569,0.4626,0.2768,0.5957,0.6967,0.2546,0.3439,0.5985,0,1943000,1014000,4126000,14870000,0,102.4,162300,348.6,0.09972,0.2636,0,4.119,3.586,7.706,18.15,11.9,23.83,0,18.07,2.401,20.47,92.77,8.967,95.53,0,471.4,0.1333,2883,5.317,0
0.02059,0.3675,0.388,0.3237,0.2132,0.5369,0.02383,0.4449,0.4616,0.4074,0.2624,0.6698,0,278500,667500,2899000,1268000,0,1018000,955.7,75.52,0.09226,0.3396,0,0.8125,7.608,8.421,3.733,33.3,34.7,0,80.71,28.54,109.3,561.1,244.2,618.9,0.1667,12.7,0.1333,2142,0.6167,0
0.006625,0.06735,0.07398,0.7799,0.1239,0.9038,0.0125,0.09632,0.1041,0.8233,0.146,0.9693,0,206600,763400,1245000,1589000,0,0,853.3,33.15,0.134,0.7979,0.1667,4.308,7.307,11.62,26,45.72,71.72,0.1667,16.54,3.585,20.13,86.98,17.92,91.2,0,9.217,0.1333,394.4,0.1833,1
0.005315,0.03394,0.03925,0.3214,0.6292,0.9507,0.016,0.07583,0.09183,0.3364,0.6534,0.9855,0,119600,437200,511800,1199000,0,0,750.9,14.05,0.06217,0.3463,0,1.742,3.39,5.132,10.6,19.95,30.55,0,12.49,5.415,17.9,51.58,36.13,87.72,0,9.233,0.1333,344.6,0.1833,1
0.00234,0.05052,0.05286,0.3275,0.6018,0.9293,0.005683,0.1623,0.1639,0.3381,0.6581,0.9962,0,51780,567900,2186000,747700,0,0,768,58.95,0.07996,0.512,0.08333,0.7389,7.367,8.106,4.85,45.78,50.63,0.1667,14.56,2.035,16.59,92.53,8.55,96.03,0,9.233,0.1333,269.3,0.1833,1
0.00429,0.06352,0.06781,0.561,0.3482,0.9092,0.01332,0.1433,0.1448,0.5951,0.3932,0.9883,0,146900,708500,1994000,1303000,0,0,750.9,52.55,0.108,0.6388,0.1667,1.768,7.899,9.667,10.4,49.13,59.53,0.1667,18.79,3.538,22.32,113,16.2,122.2,0,9.35,0.1333,333.7,0.1833,1
0.01359,0.06005,0.07364,0.7606,0.1468,0.9073,0.08205,0.2088,0.2908,0.8109,0.1777,0.9873,0,2296000,296500,2520000,687000,0,0,750.9,12.1,0.1186,0.6999,0.08333,4.644,2.722,7.367,31.43,15.83,31.45,0,29.04,6.919,35.96,156.4,46.97,160,0,9.4,0.1333,861.2,0.1833,1
0.09506,0.06073,0.1558,0.396,0.4319,0.8279,0.6108,0.1594,0.7702,0.4639,0.5214,0.9853,0.125,474600,1151000,1998000,4155000,0,0,37260,14.92,0.09167,0.402,0,2.668,3.84,6.508,12.58,18.73,31.13,0,17.21,3.894,21.1,92.18,24.58,96.3,0,16.5,0.1333,473.3,0.2167,1
0.07632,0.3733,0.4496,0.4498,0.004479,0.4543,0.1072,0.5089,0.5506,0.5893,0.009167,0.5984,0,1344000,827100,8423000,2572000,0,19110,7509,470.9,0.2065,0.7685,0.1667,8.556,5.508,14.06,35.33,20.92,56.25,0.1667,21.57,7.492,29.06,106,51.12,109.2,0,45.68,0.1333,1884,1.95,0
0.001833,0.01244,0.01428,0,0.9817,0.9817,0.004,0.02935,0.03318,0,0.997,0.997,0,3004,9370,24930,22950,0,0,750.9,3.683,0.0009181,0.01102,0,0,0.07222,0.07222,0,0.8667,0.8667,0,8.921,2.622,11.54,25.77,10.57,30.42,0,9.233,0.1333,242.9,0.1833,1
0.003646,0.02797,0.03161,0.016,0.9464,0.9624,0.0095,0.0655,0.075,0.01685,0.9759,0.9919,0,16930,24030,104700,62920,0,0,955.7,12.93,0.003638,0.04365,0,0.08611,0.2056,0.2917,1.033,2.467,3.5,0,14.06,6.674,20.73,50.83,42.08,92.92,0,34.27,0.1333,532.8,1.167,1
0.005523,0.03898,0.0445,0.2696,0.6654,0.935,0.011,0.07763,0.0878,0.2901,0.7035,0.9902,0,126800,354500,448500,1014000,0,0,750.9,15.08,0.05196,0.2606,0,1.579,2.631,4.21,9.583,14.03,22.47,0,35.72,5.41,41.13,240.4,36.2,241.9,0,9.217,0.1333,454.6,0.1833,1
0.003917,0.02206,0.02598,0.001021,0.9636,0.9647,0.008667,0.05015,0.05882,0.002,0.9892,0.9912,0,3891,10560,61000,84840,0,0,1024,6.833,0.001181,0.01417,0,0.008333,0.09306,0.1014,0.1,1.117,1.217,0,25.79,5.824,31.61,161.7,40.35,162.7,0,13.63,0.1333,420.3,0.3333,1
